show_id,type,title,date_added,release_year,rating,duration,Duration_type
s7945,Movie,Satte Pe Satta,"December 31, 2019",1982,TV-14,153,min
s2537,Movie,Rencor tatuado,"May 14, 2020",2018,TV-MA,152,min
s3497,Movie,Manmadhudu 2,"September 23, 2019",2019,TV-MA,152,min
s5462,Movie,Prince,"June 1, 2017",1969,TV-PG,152,min
s7924,Movie,Sakhi,"February 15, 2018",2007,TV-PG,152,min
s8083,Movie,Star Wars: Episode VIII: The Last Jedi,"June 26, 2018",2017,PG-13,152,min
s1231,Movie,Aelay,"March 5, 2021",2021,TV-14,151,min
s1726,Movie,Citation,"November 6, 2020",2020,TV-MA,151,min
s2265,Movie,Aiyyaa,"July 5, 2020",2012,TV-14,151,min
s3433,Movie,The Forest of Love,"October 11, 2019",2019,TV-MA,151,min
s4577,Movie,Khido Khundi,"October 1, 2018",2018,TV-14,151,min
s362,TV Show,Charmed,"July 31, 2021",2021,TV-14,3,Seasons
s5297,Movie,Ek Jaan Hain Hum,"September 1, 2017",1983,TV-14,151,min
s5483,Movie,Kabhi Haan Kabhi Naa,"May 15, 2017",1994,TV-14,151,min
s365,TV Show,Centaurworld,"July 30, 2021",2021,TV-Y7,1,Season
s6297,Movie,Bhagam Bhag,"December 31, 2019",2006,TV-14,151,min
s367,TV Show,Glow Up,"July 30, 2021",2021,TV-14,3,Seasons
s6400,Movie,Cahaya Dari Timur Beta Maluku,"October 5, 2018",2014,TV-14,151,min
s369,TV Show,Khawatir,"July 30, 2021",2009,TV-14,1,Season
s370,TV Show,Myth & Mogul: John DeLorean,"July 30, 2021",2021,TV-14,1,Season
s371,TV Show,Outer Banks,"July 30, 2021",2021,TV-MA,2,Seasons
s6554,Movie,Daffedar,"July 1, 2018",2017,TV-14,151,min
s6695,Movie,Encounter: The Killing,"December 31, 2019",2002,TV-14,151,min
s6937,Movie,Haseena Maan Jaayegi,"March 1, 2018",1999,TV-PG,151,min
s8273,Movie,The Departed,"January 1, 2021",2006,R,151,min
s8591,Movie,Tikli and Laxmi Bomb,"August 1, 2018",2017,TV-MA,151,min
s377,TV Show,Transformers: War for Cybertron: Kingdom,"July 29, 2021",2021,TV-Y7,1,Season
s8774,Movie,Yanda Kartavya Aahe,"January 1, 2018",2006,TV-PG,151,min
s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,"August 27, 2021",2001,TV-14,150,min
s380,TV Show,Tattoo Redo,"July 28, 2021",2021,TV-MA,1,Season
s381,TV Show,The Flash,"July 28, 2021",2021,TV-14,7,Seasons
s382,TV Show,The Snitch Cartel: Origins,"July 28, 2021",2021,TV-MA,1,Season
s383,TV Show,All American,"July 27, 2021",2021,TV-14,3,Seasons
s1713,Movie,Ludo,"November 12, 2020",2020,TV-MA,150,min
s1796,Movie,Ajab Prem Ki Ghazab Kahani,"October 25, 2020",2009,TV-14,150,min
s386,TV Show,How to Sell Drugs Online (Fast),"July 27, 2021",2021,TV-MA,3,Seasons
s387,TV Show,Mighty Express,"July 27, 2021",2021,TV-Y,4,Seasons
s1866,Movie,Phir Hera Pheri,"October 12, 2020",2006,TV-14,150,min
s389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,"July 27, 2021",2021,TV-MA,1,Season
s2187,Movie,Raat Akeli Hai,"July 31, 2020",2020,TV-MA,150,min
s391,TV Show,The Walking Dead,"July 26, 2021",2019,TV-MA,10,Seasons
s392,TV Show,Wynonna Earp,"July 26, 2021",2020,TV-MA,4,Seasons
s4165,Movie,Goyo: The Boy General,"January 26, 2019",2018,TV-MA,150,min
s4444,Movie,Husbands in Goa,"November 1, 2018",2012,TV-14,150,min
s4507,Movie,Meghnadbodh Rohoshyo,"October 15, 2018",2017,TV-MA,150,min
s4587,Movie,Mugamoodi,"October 1, 2018",2012,TV-14,150,min
s4701,Movie,Bhavesh Joshi Superhero,"August 16, 2018",2018,TV-14,150,min
s398,TV Show,Feels Like Ishq,"July 23, 2021",2021,TV-MA,1,Season
s4976,Movie,Secret Superstar,"March 23, 2018",2017,TV-14,150,min
s400,TV Show,Masters of the Universe: Revelation,"July 23, 2021",2021,TV-PG,1,Season
s401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,"July 23, 2021",2021,TV-PG,1,Season
s402,TV Show,Sky Rojo,"July 23, 2021",2021,TV-MA,2,Seasons
s5613,Movie,Hitler - A Career,"February 10, 2017",1977,TV-MA,150,min
s404,TV Show,The Movies That Made Us,"July 23, 2021",2021,TV-MA,2,Seasons
s6072,Movie,Aadu 2,"May 15, 2018",2017,TV-MA,150,min
s6201,Movie,Avengers: Infinity War,"December 25, 2018",2018,PG-13,150,min
s6734,Movie,Fakta Ladh Mhana,"February 15, 2018",2011,TV-14,150,min
s7309,Movie,Lincoln,"February 21, 2018",2012,PG-13,150,min
s7944,Movie,Satrangi Re,"March 15, 2018",2012,TV-14,150,min
s974,Movie,One,"April 27, 2021",2020,TV-PG,149,min
s1139,Movie,The Pianist,"April 1, 2021",2002,R,149,min
s1625,Movie,The Da Vinci Code,"December 1, 2020",2006,PG-13,149,min
s1947,Movie,Welcome,"September 28, 2020",2007,TV-PG,149,min
s2425,Movie,The Last Days of American Crime,"June 5, 2020",2020,TV-MA,149,min
s2478,Movie,Living in Bondage: Breaking Free,"May 22, 2020",2019,TV-MA,149,min
s2726,Movie,Gumrah,"April 1, 2020",1993,TV-14,149,min
s5516,Movie,Dear Zindagi,"April 25, 2017",2016,TV-14,149,min
s5964,Movie,Oct-01,"September 1, 2019",2014,TV-14,149,min
s6224,Movie,Balu Mahi,"March 1, 2018",2017,TV-MA,149,min
s6290,Movie,Bewafaa,"July 21, 2019",2005,TV-PG,149,min
s7024,Movie,Humko Deewana Kar Gaye,"October 22, 2017",2006,TV-PG,149,min
s7248,Movie,Kya Kehna,"April 1, 2018",2000,TV-PG,149,min
s7753,Movie,Playing for Time,"December 1, 2017",1980,TV-14,149,min
s7806,Movie,Pyaar Ka Punchnama,"May 1, 2017",2011,TV-14,149,min
s341,Movie,Inception,"August 1, 2021",2010,PG-13,148,min
s426,TV Show,Chicago Med,"July 22, 2021",2019,TV-14,5,Seasons
s854,Movie,Army of the Dead,"May 21, 2021",2021,R,148,min
s1427,Movie,Gangaajal,"January 8, 2021",2003,TV-MA,148,min
s1457,Movie,Into the Wild,"January 1, 2021",2007,R,148,min
s1729,Movie,The Endless Trench,"November 6, 2020",2019,TV-MA,148,min
s431,TV Show,Sexy Beasts,"July 21, 2021",2021,TV-14,1,Season
s432,TV Show,Too Hot to Handle: Brazil,"July 21, 2021",2021,TV-MA,1,Season
s2301,Movie,The Perfect Picture: Ten Years Later,"July 3, 2020",2019,TV-MA,148,min
s2955,Movie,Thambi,"February 3, 2020",2019,TV-14,148,min
s435,TV Show,Okupas,"July 20, 2021",2020,TV-MA,1,Season
s436,TV Show,Touch Your Heart,"July 20, 2021",2019,TV-MA,1,Season
s3135,Movie,Don 2,"December 15, 2019",2011,TV-14,148,min
s4226,Movie,Taramani,"January 1, 2019",2017,TV-MA,148,min
s4720,Movie,7 Khoon Maaf,"August 2, 2018",2011,TV-MA,148,min
s5291,Movie,Aakhri Adaalat,"September 1, 2017",1988,TV-14,148,min
s441,TV Show,Explained,"July 16, 2021",2021,TV-MA,3,Seasons
s5409,Movie,Yaar Gaddar,"July 1, 2017",1994,TV-14,148,min
s443,TV Show,Johnny Test,"July 16, 2021",2021,TV-Y7,1,Season
s5500,Movie,Chaahat,"May 1, 2017",1996,TV-14,148,min
s445,TV Show,Naomi Osaka,"July 16, 2021",2021,TV-14,1,Season
s6299,Movie,Bhool Bhulaiyaa,"October 22, 2017",2007,TV-14,148,min
s6393,Movie,Burning,"April 29, 2019",2018,TV-MA,148,min
s6871,Movie,Golmaal: Fun Unlimited,"December 31, 2019",2006,TV-14,148,min
s7163,Movie,Kabali (Hindi Version),"December 15, 2017",2016,TV-MA,148,min
s7451,Movie,Mi Shivajiraje Bhosale Boltoy,"January 1, 2018",2009,TV-14,148,min
s7997,Movie,Shararat,"March 1, 2018",2002,TV-PG,148,min
s27,Movie,Minsara Kanavu,"September 21, 2021",1997,TV-PG,147,min
s85,Movie,Omo Ghetto: the Saga,"September 10, 2021",2020,TV-MA,147,min
s454,TV Show,BEASTARS,"July 15, 2021",2021,TV-MA,2,Seasons
s1019,Movie,Jaane Tu... Ya Jaane Na,"April 17, 2021",2008,TV-14,147,min
s2686,Movie,World Famous Lover,"April 15, 2020",2020,TV-MA,147,min
s457,TV Show,Her Private Life,"July 15, 2021",2019,TV-14,1,Season
s4581,Movie,Kurbaan,"October 1, 2018",2009,TV-14,147,min
s4593,Movie,Naan Sigappu Manithan,"October 1, 2018",2014,TV-14,147,min
s460,TV Show,Never Have I Ever,"July 15, 2021",2021,TV-14,2,Seasons
s5080,Movie,Alibaba Aur 40 Chor,"January 15, 2018",1980,TV-14,147,min
s6213,Movie,Bad Boys II,"October 1, 2019",2003,R,147,min
s7281,Movie,Lechmi,"August 1, 2018",2017,TV-MA,147,min
s8342,Movie,The Help,"June 1, 2020",2011,PG-13,147,min
s8697,Movie,War Horse,"May 6, 2019",2011,PG-13,147,min
s466,TV Show,Heist,"July 14, 2021",2021,TV-MA,1,Season
s467,TV Show,My Unorthodox Life,"July 14, 2021",2021,TV-MA,1,Season
s8773,Movie,Yamla Pagla Deewana 2,"May 1, 2017",2013,TV-14,147,min
s1940,Movie,Dedh Ishqiya,"September 28, 2020",2014,TV-14,146,min
s3493,Movie,Oh! Baby (Malayalam),"September 25, 2019",2019,TV-14,146,min
s3494,Movie,Oh! Baby (Tamil),"September 25, 2019",2019,TV-14,146,min
s3918,Movie,Shabd,"April 15, 2019",2005,TV-14,146,min
s473,TV Show,Ridley Jones,"July 13, 2021",2021,TV-Y,1,Season
s4247,Movie,Tim Minchin And The Heritage Orchestra Live,"December 31, 2018",2011,TV-MA,146,min
s4340,Movie,Faraar,"December 1, 2018",2015,TV-14,146,min
s4423,Movie,ABCD 2,"November 1, 2018",2015,TV-14,146,min
s4458,Movie,Satyagraha,"November 1, 2018",2013,TV-14,146,min
s478,TV Show,Atypical,"July 9, 2021",2021,TV-14,4,Seasons
s479,TV Show,Biohackers,"July 9, 2021",2021,TV-MA,2,Seasons
s4560,Movie,Anjaan,"October 1, 2018",2014,TV-14,146,min
s4661,Movie,PK,"September 6, 2018",2014,TV-14,146,min
s5652,Movie,Udta Punjab,"January 1, 2017",2016,TV-MA,146,min
s483,TV Show,How to Become a Tyrant,"July 9, 2021",2021,TV-MA,1,Season
s6474,Movie,Chitty Chitty Bang Bang,"January 1, 2020",1968,G,146,min
s7987,Movie,Sex and the City 2,"January 1, 2021",2010,R,146,min
s79,Movie,Tughlaq Durbar,"September 11, 2021",2020,TV-14,145,min
s80,Movie,Tughlaq Durbar (Telugu),"September 11, 2021",2021,TV-14,145,min
s488,TV Show,The Cook of Castamar,"July 9, 2021",2021,TV-MA,1,Season
s489,TV Show,Virgin River,"July 9, 2021",2021,TV-14,3,Seasons
s218,Movie,The Dirty Picture,"August 27, 2021",2011,TV-14,145,min
s491,TV Show,Elize Matsunaga: Once Upon a Crime,"July 8, 2021",2021,TV-MA,1,Season
s579,Movie,Memoirs of a Geisha,"July 1, 2021",2005,PG-13,145,min
s795,Movie,Gold Statue,"June 2, 2021",2019,TV-14,145,min
s494,TV Show,RESIDENT EVIL: Infinite Darkness,"July 8, 2021",2021,TV-MA,1,Season
s1070,Movie,Uppena,"April 14, 2021",2020,TV-14,145,min
s3061,Movie,Ghost Stories,"January 1, 2020",2020,TV-MA,145,min
s4304,Movie,Vanjagar Ulagam,"December 15, 2018",2018,TV-MA,145,min
s498,TV Show,Cat People,"July 7, 2021",2021,TV-14,1,Season
s4564,Movie,Dil Vil Pyaar Vyaar,"October 1, 2018",2014,TV-PG,145,min
s500,TV Show,Dogs,"July 7, 2021",2021,TV-PG,2,Seasons
s4580,Movie,Kismat Konnection,"October 1, 2018",2008,TV-14,145,min
s4695,Movie,Toilet: Ek Prem Katha,"August 21, 2018",2017,TV-14,145,min
s5010,Movie,Judwaa 2,"March 1, 2018",2017,TV-14,145,min
s504,TV Show,The Mire,"July 7, 2021",2021,TV-MA,2,Seasons
s505,TV Show,The War Next-door,"July 7, 2021",2021,TV-MA,1,Season
s6428,Movie,Casino Royale,"August 31, 2020",2006,PG-13,145,min
s6779,Movie,For Greater Glory,"August 2, 2019",2012,R,145,min
s6881,Movie,GoodFellas,"January 1, 2021",1990,R,145,min
s7266,Movie,Lalbaug Parel: Zali Mumbai Sonyachi,"March 15, 2018",2010,TV-MA,145,min
s510,TV Show,Ask the StoryBots,"July 6, 2021",2019,TV-Y,3,Seasons
s511,TV Show,Between,"July 6, 2021",2016,TV-14,2,Seasons
s512,TV Show,Chelsea,"July 6, 2021",2017,TV-MA,2,Seasons
s513,TV Show,Code Lyoko,"July 6, 2021",2007,TV-Y7,4,Seasons
s514,TV Show,Colony,"July 6, 2021",2018,TV-14,3,Seasons
s515,TV Show,Cuckoo,"July 6, 2021",2019,TV-MA,5,Seasons
s516,TV Show,Derry Girls,"July 6, 2021",2019,TV-MA,2,Seasons
s517,TV Show,Girl from Nowhere,"July 6, 2021",2021,TV-MA,2,Seasons
s518,TV Show,Good Morning Call,"July 6, 2021",2017,TV-14,2,Seasons
s7938,Movie,Sardaarji 2,"October 15, 2017",2016,TV-PG,145,min
s520,TV Show,I AM A KILLER,"July 6, 2021",2020,TV-MA,2,Seasons
s521,TV Show,I Think You Should Leave with Tim Robinson,"July 6, 2021",2021,TV-MA,2,Seasons
s522,TV Show,Kim's Convenience,"July 6, 2021",2021,TV-MA,5,Seasons
s523,TV Show,Larva,"July 6, 2021",2015,TV-Y7,3,Seasons
s524,TV Show,Marcella,"July 6, 2021",2019,TV-MA,3,Seasons
s525,TV Show,Midnight Diner: Tokyo Stories,"July 6, 2021",2019,TV-MA,2,Seasons
s526,TV Show,My Little Pony: Friendship Is Magic,"July 6, 2021",2018,TV-Y,8,Seasons
s527,TV Show,Orange Is the New Black,"July 6, 2021",2019,TV-MA,7,Seasons
s528,TV Show,Puffin Rock,"July 6, 2021",2016,TV-Y,2,Seasons
s7988,Movie,Sex and the City: The Movie,"January 1, 2021",2008,R,145,min
s2664,Movie,Varane Avashyamund,"April 20, 2020",2020,TV-14,144,min
s531,TV Show,Richie Rich,"July 6, 2021",2015,TV-G,2,Seasons
s2725,Movie,Gori Tere Pyaar Mein,"April 1, 2020",2013,TV-14,144,min
s533,TV Show,Scream,"July 6, 2021",2019,TV-MA,3,Seasons
s534,TV Show,Shtisel,"July 6, 2021",2021,TV-14,3,Seasons
s4427,Movie,Barfi!,"November 1, 2018",2012,TV-14,144,min
s536,TV Show,Some Assembly Required,"July 6, 2021",2015,TV-Y,2,Seasons
s537,TV Show,Tales by Light,"July 6, 2021",2018,TV-14,3,Seasons
s538,TV Show,Terrace House: Opening New Doors,"July 6, 2021",2018,TV-14,6,Seasons
s539,TV Show,The A List,"July 6, 2021",2021,TV-PG,2,Seasons
s540,TV Show,The New Legends of Monkey,"July 6, 2021",2020,TV-PG,2,Seasons
s541,TV Show,The Worst Witch,"July 6, 2021",2020,TV-G,4,Seasons
s4523,Movie,22-Jul,"October 10, 2018",2018,R,144,min
s5183,Movie,Let It Fall: Los Angeles 1982-1992,"November 6, 2017",2017,TV-MA,144,min
s544,TV Show,Undercover,"July 6, 2021",2020,TV-MA,2,Seasons
s545,TV Show,Workin' Moms,"July 6, 2021",2021,TV-MA,5,Seasons
s546,TV Show,YooHoo to the Rescue,"July 6, 2021",2020,TV-Y,3,Seasons
s547,TV Show,You Are My Spring,"July 6, 2021",2021,TV-14,1,Season
s548,TV Show,We the People,"July 4, 2021",2021,TV-Y7,1,Season
s549,TV Show,Grey's Anatomy,"July 3, 2021",2020,TV-14,17,Seasons
s550,TV Show,Big Timber,"July 2, 2021",2020,TV-14,1,Season
s5218,Movie,Lucknow Central,"October 16, 2017",2017,TV-14,144,min
s5966,Movie,22-Jul,"October 10, 2018",2018,R,144,min
s6323,Movie,Black Hawk Down,"January 1, 2019",2001,R,144,min
s554,TV Show,Mortel,"July 2, 2021",2019,TV-MA,2,Seasons
s7838,Movie,Ready,"October 22, 2017",2011,TV-PG,144,min
s115,Movie,Anjaam,"September 2, 2021",1994,TV-14,143,min
s384,Movie,Department,"July 27, 2021",2012,TV-MA,143,min
s543,Movie,Ujala,"July 6, 2021",1959,TV-14,143,min
s1051,Movie,Ride or Die,"April 15, 2021",2021,TV-MA,143,min
s1100,Movie,The Fisherman's Diary,"April 4, 2021",2020,TV-MA,143,min
s1282,Movie,Red,"February 23, 2021",2021,TV-14,143,min
s1944,Movie,Jab We Met,"September 28, 2020",2007,TV-14,143,min
s2590,Movie,Psycho,"May 1, 2020",2020,TV-MA,143,min
s2736,Movie,Magnificent,"April 1, 2020",2015,TV-14,143,min
s3159,Movie,The Sky Is Pink,"December 11, 2019",2019,TV-MA,143,min
s566,TV Show,Bureau of Magical Things,"July 1, 2021",2020,TV-G,1,Season
s3268,Movie,Guna 369,"November 15, 2019",2019,TV-MA,143,min
s4160,Movie,Rudy Habibie,"January 28, 2019",2016,TV-14,143,min
s4442,Movie,Heroine,"November 1, 2018",2012,TV-MA,143,min
s4713,Movie,2 States,"August 4, 2018",2014,TV-PG,143,min
s5473,Movie,Raees,"May 26, 2017",2017,TV-14,143,min
s572,TV Show,Generation 56k,"July 1, 2021",2021,TV-MA,1,Season
s5546,Movie,Elaan,"April 1, 2017",1971,TV-14,143,min
s5571,Movie,Howards End,"March 16, 2017",1992,PG,143,min
s5910,Movie,The Perfect Dictatorship,"June 1, 2015",2014,TV-MA,143,min
s5963,Movie,1920,"December 15, 2017",2008,TV-MA,143,min
s6206,Movie,Babel,"January 1, 2019",2006,R,143,min
s578,TV Show,Masameer County,"July 1, 2021",2021,TV-MA,1,Season
s7260,Movie,Laal Rang,"March 1, 2018",2016,TV-14,143,min
s7421,Movie,Master,"February 1, 2018",2016,NR,143,min
s8024,Movie,Singh Saab the Great,"July 15, 2017",2013,TV-14,143,min
s135,Movie,Clear and Present Danger,"September 1, 2021",1994,PG-13,142,min
s210,Movie,Once Upon a Time in Mumbai Dobaara!,"August 27, 2021",2013,TV-14,142,min
s330,Movie,Catch Me If You Can,"August 1, 2021",2002,PG-13,142,min
s1024,Movie,Ajeeb Daastaans,"April 16, 2021",2021,TV-MA,142,min
s1680,Movie,Singham,"November 19, 2020",2011,TV-14,142,min
s2721,Movie,Dostana,"April 1, 2020",2008,TV-14,142,min
s588,TV Show,Quarantine Tales,"July 1, 2021",2020,TV-MA,1,Season
s589,TV Show,Rainbow Rangers,"July 1, 2021",2018,TV-Y,1,Season
s3532,Movie,Care of Kancharapalem,"September 6, 2019",2018,TV-MA,142,min
s591,TV Show,Sailor Moon Crystal,"July 1, 2021",2016,TV-Y7,3,Seasons
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"June 12, 2019",2019,TV-MA,142,min
s4573,Movie,Jatt James Bond,"October 1, 2018",2014,TV-14,142,min
s5136,Movie,Jab Harry Met Sejal,"December 2, 2017",2017,TV-MA,142,min
s5486,Movie,Ram Jaane,"May 15, 2017",1995,TV-14,142,min
s6036,Movie,A Flying Jatt,"November 15, 2017",2016,TV-14,142,min
s8050,Movie,Soekarno,"January 5, 2019",2013,TV-MA,142,min
s350,Movie,Seabiscuit,"August 1, 2021",2003,PG-13,141,min
s1021,Movie,Madness in the Desert,"April 17, 2021",2004,TV-14,141,min
s1154,Movie,Mandela: Long Walk to Freedom,"March 29, 2021",2013,PG-13,141,min
s3115,Movie,Iyore,"December 20, 2019",2015,TV-PG,141,min
s3348,Movie,The King,"November 1, 2019",2019,R,141,min
s3700,Movie,Romeo Akbar Walter,"June 30, 2019",2019,TV-14,141,min
s3713,Movie,Hikaru Utada Laughter in the Dark Tour 2018,"June 26, 2019",2018,TV-PG,141,min
s3912,Movie,Ek Khiladi Ek Haseena,"April 15, 2019",2005,TV-14,141,min
s4460,Movie,Sigaram Thodu,"November 1, 2018",2014,TV-14,141,min
s4565,Movie,Dushman,"October 1, 2018",2017,TV-14,141,min
s4680,Movie,Naam Shabana,"August 28, 2018",2017,TV-14,141,min
s5187,Movie,Bandie,"November 1, 2017",1978,TV-PG,141,min
s6853,Movie,Gie,"September 15, 2018",2005,TV-14,141,min
s7080,Movie,Insan,"March 1, 2018",2005,TV-14,141,min
s7480,Movie,Molly's Game,"April 1, 2020",2017,R,141,min
s7911,Movie,Rustom,"January 6, 2017",2016,TV-14,141,min
s7941,Movie,Sat Sri Akal,"January 30, 2019",2008,TV-14,141,min
s8450,Movie,The Pelican Brief,"November 1, 2019",1993,PG-13,141,min
s8453,Movie,The Phantom of the Opera,"June 1, 2019",2004,PG-13,141,min
s257,Movie,Nneka The Pretty Serpent,"August 18, 2021",2020,TV-14,140,min
s618,TV Show,Young Royals,"July 1, 2021",2021,TV-MA,1,Season
s672,Movie,Mobile Suit Gundam III: Encounters in Space,"June 19, 2021",1982,TV-MA,140,min
s872,Movie,Sardar Ka Grandson,"May 18, 2021",2021,TV-14,140,min
s621,TV Show,Droppin' Cash: Los Angeles,"June 30, 2021",2019,TV-MA,1,Season
s622,TV Show,Legend of Exorcism,"June 30, 2021",2020,TV-14,1,Season
s1099,Movie,Mandela,"April 5, 2021",2021,TV-14,140,min
s1864,Movie,Hunterrr,"October 12, 2020",2015,TV-MA,140,min
s2006,Movie,Lara and the Beat,"September 14, 2020",2018,TV-MA,140,min
s626,TV Show,Somos.,"June 30, 2021",2021,TV-MA,1,Season
s627,TV Show,Sophie: A Murder in West Cork,"June 30, 2021",2021,TV-MA,1,Season
s628,TV Show,The Daily Life of the Immortal King,"June 30, 2021",2020,TV-14,1,Season
s629,TV Show,StarBeam,"June 29, 2021",2021,TV-Y,4,Seasons
s2211,Movie,Offering to the Storm,"July 24, 2020",2020,TV-MA,140,min
s2626,Movie,Love Aaj Kal,"April 27, 2020",2020,TV-MA,140,min
s632,TV Show,The Seven Deadly Sins,"June 28, 2021",2021,TV-14,5,Seasons
s3148,Movie,Talaash,"December 15, 2019",2012,TV-14,140,min
s3875,Movie,Sur Sapata,"May 1, 2019",2019,TV-14,140,min
s4443,Movie,Himmatwala,"November 1, 2018",2013,TV-14,140,min
s4494,Movie,Illang: The Wolf Brigade,"October 19, 2018",2018,TV-MA,140,min
s4557,Movie,25 Kille,"October 1, 2018",2016,TV-14,140,min
s638,TV Show,Ray,"June 25, 2021",2021,TV-MA,1,Season
s639,TV Show,Sex/Life,"June 25, 2021",2021,TV-MA,1,Season
s640,TV Show,Godzilla Singular Point,"June 24, 2021",2021,TV-14,1,Season
s641,TV Show,Jiva!,"June 24, 2021",2021,TV-MA,1,Season
s4615,Movie,What the Jatt!!,"October 1, 2018",2015,TV-PG,140,min
s643,TV Show,The Naked Director,"June 24, 2021",2021,TV-MA,2,Seasons
s4682,Movie,Spyder,"August 28, 2018",2017,TV-14,140,min
s4988,Movie,Steel Rain,"March 14, 2018",2018,TV-MA,140,min
s6593,Movie,Den of Thieves,"May 1, 2020",2018,R,140,min
s6665,Movie,Eat Pray Love,"September 10, 2019",2010,PG-13,140,min
s648,TV Show,The Parisian Agency: Exclusive Properties,"June 23, 2021",2021,TV-G,1,Season
s649,TV Show,Too Hot to Handle,"June 23, 2021",2021,TV-MA,2,Seasons
s7103,Movie,Issaq,"March 1, 2018",2013,TV-MA,140,min
s7172,Movie,Katha,"December 31, 2019",1982,TV-PG,140,min
s7713,Movie,Patiala House,"October 22, 2017",2011,TV-PG,140,min
s7937,Movie,Sardaar ji,"December 1, 2017",2015,TV-14,140,min
s654,TV Show,This Is Pop,"June 22, 2021",2021,TV-MA,1,Season
s8187,Movie,The Age of Shadows,"January 1, 2018",2016,TV-MA,140,min
s8459,Movie,The Place Beyond the Pines,"May 16, 2017",2012,R,140,min
s8763,Movie,Wrong Side Raju,"October 1, 2017",2016,TV-MA,140,min
s658,TV Show,The Mole,"June 21, 2021",2001,TV-14,2,Seasons
s659,TV Show,"Nevertheless,","June 20, 2021",2021,TV-14,1,Season
s660,TV Show,Bangkok Love Stories: Innocence,"June 19, 2021",2018,TV-14,1,Season
s661,TV Show,Black Lightning,"June 19, 2021",2021,TV-14,4,Seasons
s662,TV Show,Call My Agent!,"June 19, 2021",2018,TV-MA,4,Seasons
s663,TV Show,Champions,"June 19, 2021",2018,TV-14,1,Season
s664,TV Show,Charit  at War,"June 19, 2021",2019,TV-MA,1,Season
s665,TV Show,Cleo & Cuquin,"June 19, 2021",2020,TV-Y,2,Seasons
s666,TV Show,Deadwind,"June 19, 2021",2020,TV-MA,2,Seasons
s667,TV Show,Gameboys Level-Up Edition,"June 19, 2021",2020,TV-14,1,Season
s668,TV Show,Glee,"June 19, 2021",2015,TV-14,6,Seasons
s669,TV Show,Hap and Leonard,"June 19, 2021",2018,TV-MA,3,Seasons
s670,TV Show,Locked Up,"June 19, 2021",2020,TV-MA,5,Seasons
s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,"August 7, 2021",2020,TV-PG,139,min
s690,Movie,Mobile Suit Gundam I,"June 18, 2021",1981,TV-14,139,min
s1198,Movie,Get on Up,"March 16, 2021",2014,PG-13,139,min
s674,TV Show,No Time for Shame,"June 19, 2021",2019,TV-MA,1,Season
s675,TV Show,Pose,"June 19, 2021",2019,TV-MA,2,Seasons
s676,TV Show,REA(L)OVE,"June 19, 2021",2018,TV-MA,1,Season
s677,TV Show,Riverdale,"June 19, 2021",2019,TV-14,4,Seasons
s678,TV Show,Schitt's Creek,"June 19, 2021",2020,TV-MA,6,Seasons
s679,TV Show,The Assassination of Gianni Versace,"June 19, 2021",2018,TV-MA,1,Season
s680,TV Show,The Judgement,"June 19, 2021",2018,TV-MA,1,Season
s681,TV Show,The Last Dance,"June 19, 2021",2020,TV-MA,1,Season
s682,TV Show,They've Gotta Have Us,"June 19, 2021",2018,TV-MA,1,Season
s683,TV Show,Why Are You Like This,"June 19, 2021",2021,TV-MA,1,Season
